 userID,Track,artist,genre,  City  ,time,Day
8BA8855,A Universal Weakness,Lowercase Noises,postrock,Saint-Petersburg,21:17:25,Wednesday

A4504035,Cradle in Bethlehem,Nat King Cole,jazz,Saint-Petersburg,09:23:01,Wednesday

982219FD,We Not Speak Americano,Genio Band,pop,Saint-Petersburg,20:03:03,Monday

9CC6AA46,Mucho Corazón,Buena Vista Social Club,latin,Moscow,14:06:22,Monday

D8D698A9,Romantici,Viola Valentino,pop,Moscow,08:23:21,Wednesday

5661F63E,Cюита из балета «Семь красавиц»: I. Вальс,Рауф Абдуллаев Азербайджанский государственный симфонический оркестр,classical,Saint-Petersburg,08:33:58,Wednesday

EBA5A8B2,Päivän Nousu Nostajani,Värttinä,world,Saint-Petersburg,08:00:31,Friday

F6A44469,Veritas Universalis,Devathorn,metal,Saint-Petersburg,20:19:42,Friday

84AFC19A,Carry On,Young Rising Sons,alternative,Saint-Petersburg,20:24:51,Monday

809CAFB1,Break Me Down,Steve Angello,dance,Moscow,14:42:31,Monday

B416A40F,Лучшая подруга,Супердетки,ruspop,Moscow,14:49:21,Friday

A8AE9169,,,,Moscow,08:56:10,Monday

FCDF1C8E,Nasebanaru,Zen,reggae,Moscow,20:19:36,Wednesday

C800FA98,Body Talk,Ratt,rock,Moscow,08:45:16,Monday

14FBD1E5,Solteras,Beauty Brain,dance,Saint-Petersburg,20:33:11,Friday

2CF53316,Прочь от Земли,Космонавты,alternative,Saint-Petersburg,20:29:00,Wednesday

77979A66,Верните в моду любовь,Hazard,rusrap,Saint-Petersburg,08:45:43,Monday

9202C4F4,Good Morning Sunshine,Brick,rnb,Saint-Petersburg,21:54:19,Monday

F9AD83A7,Иреннэр,Гузель Уразова,tatar,Moscow,14:53:39,Friday

9A22399C,Sweet October,Ministers of Music,dance,Moscow,20:32:33,Friday

CD0BE030,Нега,Mooncat,pop,Moscow,09:21:00,Friday

E6072F55,SOS,Peter Cetera,pop,Moscow,20:10:04,Wednesday

825997A5,Glorious Feeling,Joelistics,hip,Moscow,21:46:34,Friday

A1749681,Downfall,The Voss,dance,Saint-Petersburg,20:07:58,Monday

8D0DCE83,Little Bitty Pretty One,Thurston Harris,blues,Moscow,09:41:14,Friday

2A35001B,Can You Feel the Love Tonight,Disney Peaceful Piano,instrumental,Saint-Petersburg,21:51:37,Friday

3DBEB447,Entrance,Sun Electric,dance,Moscow,08:36:27,Monday

107EBCED,Столько ты не...,Паровоз до Кубы,rusrock,Moscow,21:02:57,Wednesday

C9EAF7B7,Giratina,Dimatik,electronic,Moscow,09:48:21,Monday

CDB46D40,Renaissance,Soeur Sourire,jazz,Saint-Petersburg,21:29:36,Friday

3FA9A6A8,Inside Out,,,Moscow,10:00:41,Friday

FEB69A12,Show Must Go On,Best Instrumentals,pop,Saint-Petersburg,09:00:15,Friday

8B14ACB3,Senses Overload,,dance,Moscow,20:02:19,Friday

E35653A8,Yurak Ezilar,Shoxruz Abadiya,pop,Moscow,20:07:56,Monday

9310281D,No Away,Nano D.A.,dance,Moscow,08:06:34,Friday

3A64204B,Притоптать,Нейромонах Феофан,dnb,Moscow,08:32:50,Monday

E2F8BE12,Banga,,pop,Moscow,08:45:42,Monday

B5496034,Jealous Man,The Marcus King Band,rock,Moscow,20:23:00,Friday

F97CDA4,Destination Unknown,Pseudo Echo,electronic,Saint-Petersburg,14:43:12,Monday

B82BAF85,Ay Gidiyor,Servet Kocakaya,türk,Moscow,21:12:26,Wednesday

FD21300B,Sometimes You've Got to Take the Hardest Line,Maïak,post,Saint-Petersburg,09:18:23,Wednesday

DBA2327A,Run Bobby Run,Lesley Gore,pop,Moscow,20:54:37,Friday

B103C670,When I Was Your Man,Kriss Ramirez,pop,Saint-Petersburg,14:42:11,Monday

9F93EEC8,Believe in Me,Bluesolar,dance,Moscow,20:11:44,Friday

D0CE968E,Afternoon Tropical Rain,Spa Relaxation and Dreams,instrumental,Moscow,08:02:02,Friday

AF2FEA1F,Insecure,RaeLynn,country,Moscow,13:45:57,Wednesday

E7A543CA,Uplifter,InnerZone,psychedelic,Moscow,09:29:19,Friday

8217BB5C,Easier,Mansionair,electronic,Moscow,09:37:24,Friday

8B9DEC72,It Sends My Heart into a Spin,Vanishing Twin,conjazz,Moscow,20:48:42,Friday

7B7C5AA4,Silly Bwoy,Superior,reggae,Moscow,08:36:09,Friday

805093B3,Treat Me Like A Lady,Francis Mercier,electronic,Moscow,09:39:17,Wednesday

43F8FF4F,Feed The Horse,Fagget Fairys,electronic,Moscow,09:42:16,Friday

9B0038AE,Вясна,Дрыгва,metal,Moscow,21:39:00,Wednesday

80E3B0C5,Flamingo,Kero Kero Bonito,electronic,Saint-Petersburg,14:44:54,Wednesday

48D85303,Romance,Ex:Re,indie,Moscow,14:06:34,Monday

1DA07AA4,Cardi B,Money Man,hip,Saint-Petersburg,14:02:14,Monday

38841E51,Me Myself & Hyde,Ice Nine Kills,posthardcore,Saint-Petersburg,21:39:54,Monday

CCD46819,Narcos,FOrΣvΣrT,hip,Saint-Petersburg,09:20:38,Wednesday

80396F,Ay Caramba,Stay Flee Get Lizzy,hip,Moscow,13:15:38,Monday

1D21C883,Останься,Rozhden,ruspop,Moscow,21:29:35,Wednesday

76A07278,Vaiduokliai,Alina Orlova,local,Saint-Petersburg,09:06:01,Friday

D2418B66,Good Enough,Death in The Afternoon,pop,Moscow,10:00:29,Wednesday

C3BAA9A9,Going Down,Paranormal Attack,electronic,Moscow,09:19:47,Wednesday

21FED9CC,Part 12,Don Li,avantgarde,Moscow,09:32:17,Friday

E5E63D4D,Kingpin,RL Grime,electronic,Saint-Petersburg,09:33:26,Wednesday

4D278386,Ave Maria,Montserrat Caballé,classical,Moscow,08:51:20,Monday

CB8A2C32,Here with Me,Pat Benesta,pop,Moscow,20:28:27,Monday

A8D1AC2F,Aya Doesn't Like the Garlic Bros.,Sweatshop Boys,punk,Saint-Petersburg,21:35:08,Monday

8DC0EA33,Stealth Under Fire,Acumen Nation,videogame,Moscow,20:38:56,Monday

53681C91,The City The Airport,Loney Dear,rock,Moscow,13:20:30,Monday

5F362F2E,Happy Now,Kygo,dance,Moscow,09:53:21,Friday

E1BD98,love,Dean,rnb,Saint-Petersburg,20:10:59,Wednesday

F6AF8C2,Brainpower,Freezepop,electronic,Moscow,21:06:31,Monday

26CA5CBB,Babes,Icky Blossoms,rock,Saint-Petersburg,08:14:43,Wednesday

2B10221B,Holltoll,,techno,Moscow,09:47:23,Friday

977798D2,Крилами,ВАСИЛЕВСКАЯ,ruspop,Moscow,21:15:37,Monday

6ED43067,Сочи,,rusrap,Moscow,08:15:38,Friday

B5B48EC1,Lighter,Sound of the Future,reggae,Saint-Petersburg,20:52:20,Friday

C9FAC244,151,Dr Fresch,electronic,Saint-Petersburg,14:54:28,Wednesday

B5369A0C,Boombastic,Vol.2,reggae,Moscow,20:48:24,Monday

F237D683,When You Came Along,,house,Moscow,14:07:52,Wednesday

9A133297,Я настроен серьёзно,,rusrap,Saint-Petersburg,14:32:56,Friday

4C1CEADF,Crying in the Chapel,The Jordanaires,christmas,Moscow,09:55:14,Friday

E4F17EF2,Патефон,TM13,rusrap,Moscow,21:37:53,Wednesday

8674CB2,Upsidedown Intro,Igor Prado Band,blues,Moscow,09:20:33,Monday

85CC2A56,Ash,Dir En Grey,rock,Moscow,13:58:26,Monday

775150E9,First Light,Harold Budd,pop,Moscow,20:58:49,Monday

AE06CA21,La Bomba,La Banda del Karaoke,latin,Moscow,09:50:41,Friday

E31EB54E,Kill the Pain,Fit For A King,posthardcore,Moscow,08:13:57,Monday

B7383DB2,Towards the Warmth of Life,Thisell,folk,Moscow,14:12:11,Friday

879A1225,Царица ночи,Шамиль Кашешов,melodic,Moscow,14:17:47,Friday

407E9D9D,tossing and turning,Arlie,alternative,Saint-Petersburg,21:56:35,Wednesday

B16E75A7,Я буду красивой невестой,Республика,ruspop,Saint-Petersburg,08:07:51,Monday

4C7EEEB,Brooks - Lynx vs 3x Yeah (The Twinners Mashup),The Twinners,electronic,Moscow,08:54:48,Monday

F6AEDE9C,Streesed Out,Dj.Fresh,hip,Moscow,13:12:23,Friday

71E2E53,The Walker,Fitz and The Tantrums,indie,Moscow,09:19:12,Friday

57136312,Gillies,Wolfstone,world,Moscow,13:13:50,Wednesday

6517729B,Prlwytzkofski's Bulgar,Shtetl Band Amsterdam,world,Moscow,14:00:33,Friday

753431DA,Моя девочка хочет покурить,Rido Zloy,rusrap,Moscow,08:11:57,Friday

1F8A1E92,Тебе мила,Александра Муканова,pop,Saint-Petersburg,13:22:29,Monday

58A17B,In Einem Polenstädtchen,Kasernenchor Wellersberg,pop,Moscow,20:52:31,Wednesday

94355223,Roses,Nik Kershaw,pop,Moscow,09:35:37,Monday

50CD7858,Песенка Кнопочки,Светлана Степченко Группа московского камерного хора Эмин Хачатурян Симфонический оркестр Госкино СССР,children,Moscow,13:36:04,Wednesday

E7F07B46,Crazy,The Manhattans,rnb,Moscow,13:39:46,Monday

A7C0968B,Solo andata,Canzoniere Grecanico Salentino,world,Saint-Petersburg,13:59:41,Friday

FA8F865C,Я пою для тебя,Загир Сатыров,caucasian,Moscow,09:47:21,Friday

7AFEE5F7,Я хочу тебя,Рыжая и Черти,punk,Moscow,14:30:08,Monday

7142F8A8,D.o.s.t.,Dymytry,metal,Moscow,09:18:58,Friday

2B11DB56,A New Error,Enyris,instrumental,Moscow,20:22:27,Friday

EDD50C3E,Китэм димэ,Лейсан Гимаева,tatar,Moscow,14:36:29,Friday

58048EB3,«Танец рыцарей» из балета «Ромео и Джульетта»,Kirov Orchestra St Petersburg,classical,Moscow,13:23:50,Friday

2D5ADA84,Here We Go,,dance,Moscow,13:54:41,Wednesday

932FD583,Rimnicu (chant de Noël Roumain),Christmas Hits,ruspop,Saint-Petersburg,09:43:48,Friday

9FEAB619,Push,Rawthang,electronic,Saint-Petersburg,13:09:56,Wednesday

3DE6E196,i wanna be your girlfriend,girl in red,alternative,Moscow,21:15:19,Monday

710EB9E9,Is This Real?,Wipers,punk,Saint-Petersburg,20:42:53,Monday

63D46783,Como yo te quiero,Raggae Tom,reggaeton,Moscow,14:41:18,Wednesday

3A7594B0,Just One Look,Doris Troy,rnb,Saint-Petersburg,21:10:23,Wednesday

85CE5524,Jukai,Tag Shai,hip,Moscow,20:11:36,Monday

42A57CD3,The Craft,Peter Gundry,soundtrack,Moscow,21:00:05,Wednesday

E9106B06,Time to Kill,The Rescues,rock,Saint-Petersburg,09:27:16,Monday

1A9D91C3,Sia,H'sao,world,Saint-Petersburg,20:25:39,Monday

84C0D834,Pretty Little Horses  (America),The Goffs,children,Moscow,14:44:58,Friday

53AF2552,Простуда,Tiana,pop,Moscow,08:10:21,Friday

E4DBF65D,Azan,Mehdi Yarrahi,world,Moscow,20:18:25,Wednesday

74D35260,Ночные вокзалы,,ruspop,Moscow,13:09:50,Monday

12E4B4A4,Tokyo Bay,Japanese Traditional Music Ensemble,world,Saint-Petersburg,21:43:13,Monday

223D48C2,Forever,Dark At Dawn,rock,Moscow,14:53:11,Friday

69467B01,Change It All,Harrison Storm,singer,Moscow,20:53:06,Wednesday

DFABA255,He Fought as Legend (No Choir),Infinitescore,classical,Moscow,20:44:00,Friday

5419AF17,Работа,Master Lee,rusrock,Moscow,14:44:05,Wednesday

4B63164,Бродяга,,caucasian,Moscow,13:11:24,Friday

36D69C62,Can't Let Go,Counterstrike,electronic,Moscow,09:10:08,Friday

3801428C,Empty Hearted,Designer Drugs,dance,Saint-Petersburg,13:32:32,Wednesday

7E3BA7B,Не Хочу Работать,Очень Высокое IQ,rusrock,Moscow,13:53:23,Wednesday

2F4A131D,"Corelli: Concerto grosso in G minor Op.6 No.8 ""Christmas Concerto"" - Arrangement by Iva Davies Christopher Gordon & Richard Tognetti - Adagio",Christopher Gordon,classical,Moscow,13:16:08,Monday

8B72598B,Noviny,Sto zvirat,ska,Moscow,08:33:05,Wednesday

364C85C0,,,,Moscow,20:06:58,Monday

AC9C49AD,Where Does It Hurt,Alexz Johnson,soundtrack,Moscow,08:51:23,Monday

646049D0,Theme For The Eulipions,Rahsaan Roland Kirk,jazz,Saint-Petersburg,20:52:12,Friday

B848D319,New Mercedes,Trap Toni,hip,Moscow,20:21:56,Monday

AD2FA03E,Папье-маше,Offbeat Orchestra,ruspop,Moscow,20:34:15,Friday

2DD07C66,Don't Hate the Pain Hate the Game,Phobia,punk,Saint-Petersburg,13:32:26,Friday

D2BED4BC,Double Cup,DJ Rashad,electronic,Saint-Petersburg,20:24:08,Wednesday

A2748CE4,No Play!,Timmy.Pro,electronic,Moscow,13:13:55,Monday

957D349E,I'm In the Mood (feat. Cheryl Beattie),Wayne Jones,jazz,Saint-Petersburg,14:28:03,Monday

20F4ECCA,Сны,Михаил Грубов,shanson,Saint-Petersburg,08:40:36,Monday

56A524F5,Olympians,Fuck Buttons,postrock,Saint-Petersburg,13:45:29,Monday

EB23736E,Lady From The Lake,Mike Rowland,ambient,Saint-Petersburg,13:21:04,Monday

E9B9AC50,Blow x Anna Kova,Mim,dance,Saint-Petersburg,09:13:04,Friday

1CA0CEFB,Atlanta Misses You Tonight,Katiah,pop,Saint-Petersburg,20:25:45,Wednesday

782605F0,Papillon,Summer Hit Superstars,pop,Moscow,08:49:49,Wednesday

109A4BF7,Dance Sing Fight,Arborea,folk,Saint-Petersburg,20:08:43,Friday

4ECE6973,Tonight,Eddie Ojeda,rock,Moscow,20:14:34,Monday

D97F97F5,Icanboogie,Пенкин С. & Мираж,ruspop,Moscow,14:54:31,Monday

2523A570,Done,Sasha Holiday,dance,Saint-Petersburg,20:33:15,Friday

8E7577C5,Let the Magic Unfold,,dance,Saint-Petersburg,20:30:38,Friday

3A6BABDC,Never on Sunday,Helmut Zacharias,classical,Saint-Petersburg,21:22:42,Friday

4AFB623B,My Name Is Love,,,Moscow,20:23:47,Wednesday

16E6DA2,Like mich am Arsch,Deichkind,hip,Moscow,13:35:40,Friday

404B5038,Dope Sligin' Vibe,Invisible Planets,dance,Moscow,13:00:05,Wednesday

35F354A,Дулый буран,Гульназ Асаева,pop,Moscow,20:46:31,Friday

2D746723,Single for Tonight (feat. Flo Rida & Jamie Drastik),DJ Suss One,pop,Saint-Petersburg,21:19:43,Monday

1EB7B009,Who Let the Dogs Out?,Chris Rockford & DJ CrEdo,dance,Moscow,09:32:41,Friday

A65EF482,First Contact,Denis Arson,electronic,Moscow,08:05:28,Friday

DB74523F,She is Like The Wind - Dirty Dancing,Films Movie,film,Saint-Petersburg,20:45:28,Monday

2246248A,Overjoyed,Anthony Strong,jazz,Moscow,21:50:57,Monday

906E94AB,BANG!,Sandy Rivera,dance,Moscow,13:01:57,Monday

968523C9,Obnimi,Okean Elzi,rusrap,Moscow,20:38:22,Friday

2DFF4617,I Don't Wanna Let You Go,Stefanie Scott,western,Moscow,13:59:37,Monday

E78E5BF,K 2000,Génération TV,pop,Moscow,13:59:12,Monday

D00FD25A,The Lonely Man Theme,Joe Harnell,soundtrack,Moscow,13:18:27,Monday

8AD9F645,Krispy Kreme,Smokepurpp,rap,Saint-Petersburg,20:08:29,Friday

BA6EE06E,Мамон камон,El Mashe,rusrap,Moscow,13:22:41,Monday

778D2E97,Calculate,Everyday Sunday,western,Moscow,13:30:14,Friday

2751E751,Don't Disappear,Zara Arshakian,dance,Saint-Petersburg,13:28:37,Wednesday

323451A6,Colin Frake,,classical,Moscow,08:18:31,Monday

DA68613E,Come Baby Come,K7,electronic,Saint-Petersburg,08:37:07,Friday

1BA3900F,Blue Haze,,classical,Moscow,08:28:16,Monday

6A99FDF4,The River,L'Aupaire,pop,Moscow,21:02:35,Monday

2042FD83,Заглавная Тема,Andrius Klimka,soundtrack,Saint-Petersburg,21:46:31,Friday

8A82A471,El Coto y la Virgen,Los Del Rio,latin,Moscow,20:21:53,Wednesday

7FB46D5F,Маяк,Kerge,rusrap,Moscow,09:42:17,Friday

76EEC43C,The One,Malik Cox,hip,Moscow,13:19:32,Friday

4A480CFB,Souls From The Past,Mari Sainio,ambient,Moscow,09:16:22,Friday

BACCFE11,Tomorrow Comes,Neil Ormandy,dance,Moscow,13:10:49,Wednesday

C4990C90,,,,Moscow,20:09:56,Monday

389B0BC,ScotLand,Ian,jazz,Moscow,21:40:04,Friday

CE40F29F,Die Nacht von Freitag auf Montag,Peter Wackel,beats,Moscow,08:30:03,Monday

4A9A94F7,Lessgo,,dance,Saint-Petersburg,08:21:07,Wednesday

5D70D7ED,Those of the Annihilation,Will 'o' Wisp,rock,Moscow,21:09:35,Friday

8051AF2A,Roll Out,Five Stone,hard'n'heavy,Moscow,09:32:11,Friday

22B27E80,,,,Moscow,13:34:16,Monday

7F58531D,Flavour of the Old School,Beverley Knight,rnb,Moscow,09:03:57,Friday

5AC43F96,Ivory,Polyphia,progmetal,Saint-Petersburg,14:37:10,Wednesday

8C3A6F08,Minimal Tech Ferry,Doktor Loop,minimal,Saint-Petersburg,20:43:45,Wednesday

91D85C3F,Shimmy Shimmy Ya,Dirt McGirt,rap,Moscow,09:54:50,Wednesday

E625E9A2,Sorry,Galeja,dance,Moscow,21:18:31,Friday

F6095E39,Нева,,shanson,Saint-Petersburg,21:45:15,Friday

899B9F90,You're Not Alone,Meredith Andrews,contemporary,Saint-Petersburg,21:24:26,Wednesday

70F4A60C,Empty Streets,In The Woods...,rock,Moscow,09:31:03,Wednesday

AEA8942E,Vital Energy,Mindfulness Meditation Music Spa Maestro,new,Moscow,14:43:14,Friday

4263721F,Be Like Me,Mooncircle,dance,Moscow,20:30:59,Wednesday

94619316,God Is Dead,Deathbearer,electronic,Moscow,09:50:48,Wednesday

35981E9A,You Hear Colours,CFCF,folk,Moscow,13:30:17,Monday

375487DA,Kundalini Uyanışı,Rahatlatıcı Müzik Terapi,new,Moscow,20:48:02,Monday

25F4293, Sonata for Flute or Violin No.5 in E minor BWV 1034 - 3. Andante,Wilbert Hazelzet,classical,Moscow,14:59:34,Monday

9FA60B5F,Dreams,Sam Booka,dance,Moscow,13:46:47,Wednesday

3D1C0DF0,Under the Moonlight,"Rony ""Mr. Smooth"" Thomas",jazz,Moscow,14:58:58,Wednesday

593918C,After Dance,Майкл Данна,film,Saint-Petersburg,13:50:14,Friday

AED2C3CC,Possessor,Gost,dance,Moscow,13:20:56,Monday

A0E0E7D9,Fine Day,J. Diamante,electronic,Moscow,20:03:50,Friday

3DF98D4A,Скованная жена,Wolf Rahm,rusrock,Moscow,20:10:07,Monday

3B3B1A8A,Live Wire,Kissy Sell Out,dance,Moscow,08:24:53,Monday

767C0993,La Granada,Jeremy Choi,ambient,Moscow,14:20:36,Friday

239B6D90,The Road to Epoli,Evin Wolverton,folk,Saint-Petersburg,09:08:58,Monday

CBEE05E0,10 Out of 10,FYA,reggae,Moscow,14:31:31,Wednesday

729DEBB8,Go Again,Khari Mateen,soul,Saint-Petersburg,08:18:02,Monday

7FDF3213,Intermittenza,Jazz Lounge System,electronic,Moscow,09:04:39,Monday

88DB8CFC,Nowhere to Run,Martha Reeves,rnb,Saint-Petersburg,14:00:41,Wednesday

4CFD2450,Skyfall,,electronic,Moscow,14:56:46,Monday

58A17B,Cirkus,Bo Kaspers Orkester,pop,Moscow,09:13:57,Monday

E9AD5956,Paroxysmal Flutter 1,K Medley,electronic,Moscow,21:47:56,Friday

BB97B242,Piano Trio No. 1 Op. 8,Trio Dmitrij,classical,Saint-Petersburg,14:26:39,Monday

1AB7DB52,Joy To The World,Third Day,holiday,Moscow,08:20:19,Wednesday

272CAB8D,Enta Omri,,dance,Moscow,09:20:40,Wednesday

D969A532,The Rhythm Of The Night,Corona,electronic,Saint-Petersburg,14:41:32,Friday

915C5CBF,Boom Bap Back,Akua Naru,hip,Moscow,20:13:35,Friday

11FF1507,Beloved,Jordan Feliz,rock,Moscow,09:33:19,Wednesday

B7CC7D58,Only 4 U,Rivergazer,electronic,Saint-Petersburg,09:53:40,Monday

D4DBB29D,My Time,Wena,pop,Moscow,09:51:38,Monday

2363EF6D,Many Moons Ago,Dan Mervis,rock,Moscow,08:24:09,Wednesday

B61F6832,Mind Murderer,Brainpain,electronic,Moscow,13:31:19,Monday

BD463A03,Metroplois (feat. Kidburn),Kalax,electronic,Moscow,09:32:35,Friday

864B122E,Zsáv Mé Tuté,Romengo,world,Moscow,09:59:05,Friday

98D27958,Coumba,Orchestra Baobab,world,Saint-Petersburg,20:19:00,Monday

1D62998B,A Melody,George Duke,jazz,Saint-Petersburg,08:14:39,Friday

EA6F8E27,The Sacrament,Jussi Syren and the Groundbreakers,country,Moscow,20:34:27,Friday

9E93430B,Powermove,Meechimerdoc,hip,Moscow,14:14:38,Monday

7F20A88A,Thinking of You,Charlie Who?,dance,Moscow,08:07:59,Friday

C3A4BB1,Since When,Young Nudy,hip,Saint-Petersburg,13:40:49,Friday

D2CE494E,Rave City (Feat. MC Rage),Noize Suppressor,electronic,Saint-Petersburg,20:55:47,Wednesday

8C7DEA9A,Steam Machine,Culture Shock,dance,Saint-Petersburg,20:40:48,Wednesday

2318C1A5,Somebody Like You,Sofly,electronic,Moscow,08:56:24,Wednesday

F962335F,Exist to Decay,Inoculated Life,metal,Moscow,13:14:07,Friday

27DE42CE,Just as I Am,The 5 Royales,rnb,Moscow,14:05:55,Monday

C44F76D5,Тактильно,ПоФрейду,ruspop,Moscow,13:59:07,Wednesday

20D7CA46,Lost Soul,,,Moscow,13:41:53,Friday

A8CCB927,Kimse Bilmez,Mehmet  Güreli,world,Moscow,13:31:09,Friday

19784248,The Sooner the Better,Broken Back,indie,Moscow,08:31:44,Friday

7D166C63,,,jazz,Saint-Petersburg,20:29:53,Wednesday

BFED5C40,Istanbul's night,Devaldi,electronic,Saint-Petersburg,09:14:43,Wednesday

A1096468,Satisfy,MOONZz,electronic,Moscow,13:01:27,Monday

8F8E6D60,Freakin' Funky,,electronic,Saint-Petersburg,21:04:10,Monday

F6CBEB44,Dreams,DaBoyDame,hip,Saint-Petersburg,21:04:54,Friday

41C784DE,Terrorist,The Mayan Factor,rock,Saint-Petersburg,21:06:01,Wednesday

1ECD517D,Hey Kids,Molina,alternative,Moscow,20:06:57,Monday

DDDD48D6,пианино для Чтения,Черный Рояль Самурая,,Moscow,14:37:20,Friday

38F2D76F,Nothing Is Written,,videogame,Saint-Petersburg,09:56:49,Friday

BCC22D2E,Up Up and Away,The 5th Dimension,pop,Moscow,20:01:12,Monday

A6D1C345,WONDERFUL WORLD,Eric Donaldson,reggae,Saint-Petersburg,13:48:51,Wednesday

9B5F5CDA,Space,Böser Wolf,german,Moscow,21:56:36,Wednesday

1DC3AFB,Птица,MyZZa,rusrap,Moscow,20:41:46,Monday

A4C35277,Mediana,Fedmate,electronic,Moscow,20:49:22,Monday

3EBEC383,Wir Sehen Uns Ja Irgendwie Wieder,F/A/V,alternative,Moscow,08:38:56,Friday

5A3C6E0C,Si Me Dices,Cepeda,pop,Moscow,08:50:06,Wednesday

3A3FC349,Подарков не будет,Павел Чехов,rusrock,Moscow,14:30:25,Wednesday

586C7B67,See Me When You See Me,E-Dubble,hip,Moscow,20:29:11,Wednesday

2C4C5B53,Только не молчи,Ольга Баскаева,ruspop,Moscow,09:47:49,Monday

AA40EB1A,Закохався,Роман Скорпион,pop,Moscow,20:39:12,Wednesday

61AAA5CB,Bad Girls,Juliet Roberts,pop,Moscow,21:18:17,Monday

144BC547,African Vanilla,Chicco Secci,electronic,Moscow,14:53:01,Friday

6215F9FA,Unforgettable,,jazz,Saint-Petersburg,09:14:17,Wednesday

11E1D4E5,Where I'll Be Waiting,Cozi Zuehlsdorff,electronic,Moscow,13:06:14,Monday

FFB692EC,Bells,Seth Lakeman,world,Saint-Petersburg,09:29:59,Monday

3348B341,Have a Cigar,Hände Frei,electronic,Saint-Petersburg,20:02:11,Friday

C58AD827,Abandon Ship,Greek Fire,rock,Saint-Petersburg,20:08:39,Friday

A16DE074,Trumpet,JØRD,techno,Moscow,20:14:46,Monday

26B68FEF,Te Viví,Villamizar,tropical,Moscow,13:06:21,Friday

914EBB0,Dix huitieme order: VI. Rondeau le tic-toc-choc ou les maillotins,Франсуа Куперен,classical,Moscow,08:00:23,Friday

C8B3F305,Былина «Авдотья Рязаночка»,Юрий Голышев,children,Moscow,08:54:19,Wednesday

8445D526,Jambazi,MR. KE4,hip,Moscow,14:25:29,Wednesday

51BE77B5,Not My Love,Tides Of Man,rock,Moscow,14:54:13,Wednesday

36ADD4EE,Resolution,Aeb,new,Moscow,13:29:49,Wednesday

EBF01AEB,Күн күлүгэ,Jeedda Күннэй & Ый Суола,rock,Moscow,13:04:45,Friday

FB8E3AF7,Рождённый дышать свободой,Андрей Смирнов,hard'n'heavy,Saint-Petersburg,13:12:09,Monday

7A4EC9EF,Over U,Ali Bakgor,electronic,Saint-Petersburg,09:04:08,Friday

1A7E7204,These Lights,,dance,Saint-Petersburg,09:21:17,Wednesday

