id,message_date,user_id
1000_162,2018-05-27,1000
1000_163,2018-10-01,1000
1000_164,2018-07-23,1000
1000_165,2018-11-30,1000
1000_166,2018-07-19,1000
1000_167,2018-12-18,1000
1000_168,2018-10-31,1000
1000_169,2018-12-03,1000
1000_170,2018-11-23,1000
1000_171,2018-12-21,1000
1000_172,2018-11-08,1000
1000_173,2018-10-05,1000
1000_174,2018-07-23,1000
1000_175,2018-08-17,1000
1000_176,2018-10-26,1000
1000_177,2018-12-21,1000
1000_178,2018-11-12,1000
1000_179,2018-07-10,1000
1000_180,2018-06-24,1000
1000_181,2018-11-08,1000
1000_182,2018-10-15,1000
1000_183,2018-07-30,1000
1000_184,2018-10-17,1000
1000_185,2018-11-22,1000
1000_186,2018-11-09,1000
1000_187,2018-12-21,1000
1000_188,2018-09-29,1000
1000_189,2018-11-16,1000
1000_190,2018-11-24,1000
1000_191,2018-10-23,1000
1000_192,2018-10-19,1000
1000_193,2018-09-30,1000
1000_194,2018-06-09,1000
1000_195,2018-10-30,1000
1000_196,2018-08-17,1000
1000_197,2018-10-25,1000
1000_198,2018-10-24,1000
1000_199,2018-06-14,1000
1000_200,2018-12-06,1000
1000_201,2018-11-05,1000
1000_202,2018-05-27,1000
1000_203,2018-12-11,1000
1000_204,2018-06-29,1000
1000_205,2018-06-30,1000
1000_206,2018-06-01,1000
1000_207,2018-12-01,1000
1000_208,2018-12-19,1000
1000_209,2018-07-21,1000
1000_210,2018-07-10,1000
1000_211,2018-09-02,1000
1000_212,2018-10-22,1000
1000_213,2018-11-29,1000
1000_214,2018-08-03,1000
1000_215,2018-08-04,1000
1000_216,2018-06-29,1000
1000_217,2018-06-24,1000
1000_218,2018-10-25,1000
1000_219,2018-11-06,1000
1000_220,2018-09-21,1000
1000_221,2018-12-26,1000
1000_222,2018-10-31,1000
1000_223,2018-09-24,1000
1000_224,2018-09-07,1000
1000_225,2018-08-12,1000
1000_226,2018-10-11,1000
1000_227,2018-08-25,1000
1000_228,2018-10-20,1000
1000_229,2018-07-31,1000
1000_230,2018-10-23,1000
1000_231,2018-06-14,1000
1000_232,2018-12-27,1000
1000_233,2018-07-29,1000
1000_234,2018-08-29,1000
1000_235,2018-12-23,1000
1000_236,2018-07-02,1000
1000_237,2018-12-02,1000
1000_238,2018-09-11,1000
1000_239,2018-11-03,1000
1000_240,2018-12-18,1000
1000_241,2018-06-12,1000
1000_242,2018-08-30,1000
1000_243,2018-07-08,1000
1000_244,2018-06-20,1000
1000_245,2018-06-16,1000
1000_246,2018-09-02,1000
1000_247,2018-07-27,1000
1000_248,2018-09-26,1000
1000_249,2018-12-04,1000
1000_250,2018-08-14,1000
1000_251,2018-11-28,1000
1000_252,2018-10-19,1000
1000_253,2018-07-13,1000
1000_254,2018-08-26,1000
1000_255,2018-08-28,1000
1000_256,2018-06-18,1000
1000_257,2018-08-09,1000
1000_258,2018-05-25,1000
1000_259,2018-06-20,1000
1000_260,2018-08-31,1000
1000_261,2018-11-23,1000
1000_262,2018-12-04,1000
1000_263,2018-10-02,1000
1000_264,2018-10-28,1000
1000_265,2018-08-30,1000
1000_266,2018-10-18,1000
1000_267,2018-09-09,1000
1000_268,2018-06-03,1000
1000_269,2018-08-26,1000
1000_270,2018-09-21,1000
1000_271,2018-11-15,1000
1000_272,2018-12-28,1000
1000_273,2018-10-25,1000
1000_274,2018-09-14,1000
1000_275,2018-11-23,1000
1000_276,2018-08-23,1000
1000_277,2018-09-02,1000
1000_278,2018-08-31,1000
1000_279,2018-12-08,1000
1000_280,2018-11-15,1000
1000_281,2018-12-16,1000
1000_282,2018-08-27,1000
1000_283,2018-08-23,1000
1000_284,2018-10-13,1000
1000_285,2018-10-07,1000
1000_286,2018-12-14,1000
1000_287,2018-09-08,1000
1000_288,2018-09-24,1000
1000_289,2018-11-21,1000
1000_290,2018-11-30,1000
1000_291,2018-07-29,1000
1000_292,2018-07-12,1000
1000_293,2018-08-25,1000
1000_294,2018-08-03,1000
1000_295,2018-07-12,1000
1000_296,2018-05-29,1000
1000_297,2018-08-05,1000
1000_298,2018-09-20,1000
1000_299,2018-07-25,1000
1000_300,2018-12-18,1000
1000_301,2018-08-05,1000
1000_302,2018-08-22,1000
1000_303,2018-10-06,1000
1000_304,2018-08-23,1000
1000_305,2018-05-28,1000
1000_306,2018-12-30,1000
1000_307,2018-10-23,1000
1000_308,2018-08-08,1000
1000_309,2018-05-28,1000
1000_310,2018-07-26,1000
1000_311,2018-08-31,1000
1000_312,2018-12-15,1000
1000_313,2018-12-21,1000
1000_314,2018-07-07,1000
1000_315,2018-06-23,1000
1000_316,2018-06-26,1000
1000_317,2018-08-08,1000
1000_318,2018-11-19,1000
1000_319,2018-12-24,1000
1000_320,2018-07-14,1000
1000_321,2018-10-28,1000
1000_322,2018-09-28,1000
1000_323,2018-09-04,1000
1000_324,2018-07-04,1000
1000_325,2018-10-27,1000
1000_326,2018-12-25,1000
1000_327,2018-09-11,1000
1000_328,2018-09-11,1000
1000_329,2018-10-14,1000
1000_330,2018-12-06,1000
1000_331,2018-08-17,1000
1000_332,2018-07-11,1000
1000_333,2018-08-02,1000
1000_334,2018-11-17,1000
1000_335,2018-08-18,1000
1000_336,2018-12-06,1000
1000_337,2018-07-14,1000
1000_338,2018-12-29,1000
1000_339,2018-07-25,1000
1000_340,2018-07-24,1000
1000_341,2018-08-04,1000
1000_342,2018-08-14,1000
1000_343,2018-11-12,1000
1000_344,2018-05-28,1000
1000_345,2018-06-14,1000
1000_346,2018-08-08,1000
1000_347,2018-08-13,1000
1000_348,2018-05-28,1000
1000_349,2018-08-17,1000
1000_350,2018-07-02,1000
1000_351,2018-06-17,1000
1000_352,2018-10-25,1000
1000_353,2018-12-28,1000
1000_354,2018-09-06,1000
1000_355,2018-09-24,1000
1000_356,2018-08-03,1000
1000_357,2018-10-29,1000
1000_358,2018-09-21,1000
1000_359,2018-07-02,1000
1000_360,2018-07-07,1000
1000_361,2018-07-06,1000
1000_362,2018-06-25,1000
1000_363,2018-09-06,1000
1000_364,2018-06-28,1000
1000_365,2018-05-29,1000
1000_366,2018-09-14,1000
1000_367,2018-11-21,1000
1000_368,2018-09-16,1000
1000_369,2018-12-12,1000
1000_370,2018-06-24,1000
1000_371,2018-12-19,1000
1000_372,2018-08-03,1000
1000_373,2018-06-30,1000
1000_374,2018-07-22,1000
1000_375,2018-10-18,1000
1000_376,2018-10-06,1000
1000_377,2018-06-07,1000
1000_378,2018-09-15,1000
1000_379,2018-10-29,1000
1000_380,2018-12-21,1000
1000_381,2018-07-25,1000
1000_382,2018-09-22,1000
1000_383,2018-08-05,1000
1000_384,2018-10-21,1000
1000_385,2018-09-06,1000
1000_386,2018-10-15,1000
1000_387,2018-10-08,1000
1000_388,2018-06-27,1000
1000_389,2018-07-14,1000
1000_390,2018-12-12,1000
1000_391,2018-10-14,1000
1000_392,2018-08-26,1000
1000_393,2018-10-31,1000
1000_394,2018-11-04,1000
1000_395,2018-08-01,1000
1000_396,2018-06-11,1000
1000_397,2018-07-08,1000
1000_398,2018-10-05,1000
1000_399,2018-10-13,1000
1000_400,2018-07-27,1000
1000_401,2018-09-07,1000
1000_402,2018-10-01,1000
1000_403,2018-12-12,1000
1000_404,2018-07-20,1000
1000_405,2018-08-12,1000
1000_406,2018-12-29,1000
1000_407,2018-10-20,1000
1000_408,2018-06-29,1000
1000_409,2018-12-17,1000
1000_410,2018-07-10,1000
1000_411,2018-10-03,1000
1000_412,2018-12-11,1000
1000_413,2018-07-18,1000
1000_414,2018-06-08,1000
1000_415,2018-12-03,1000
1000_416,2018-08-04,1000
1000_417,2018-09-16,1000
1000_418,2018-10-15,1000
1000_419,2018-11-03,1000
1000_420,2018-09-28,1000
1000_421,2018-12-11,1000
1000_422,2018-05-30,1000
1000_423,2018-12-12,1000
1000_424,2018-06-17,1000
1000_425,2018-05-29,1000
1000_426,2018-12-13,1000
1000_427,2018-11-01,1000
1000_428,2018-06-11,1000
1000_429,2018-05-31,1000
1000_430,2018-05-30,1000
1000_431,2018-11-03,1000
1000_432,2018-09-03,1000
1000_433,2018-06-10,1000
1000_434,2018-08-21,1000
1000_435,2018-08-21,1000
1000_436,2018-06-12,1000
1000_437,2018-11-08,1000
1000_438,2018-11-02,1000
1000_439,2018-08-23,1000
1000_440,2018-08-23,1000
1000_441,2018-09-30,1000
1000_442,2018-08-09,1000
1000_443,2018-06-16,1000
1000_444,2018-10-11,1000
1000_445,2018-07-01,1000
1000_446,2018-08-05,1000
1000_447,2018-10-03,1000
1000_448,2018-09-08,1000
1000_449,2018-06-30,1000
1000_450,2018-10-07,1000
1000_451,2018-08-16,1000
1000_452,2018-08-14,1000
1000_453,2018-07-06,1000
1000_454,2018-07-09,1000
1000_455,2018-12-10,1000
1000_456,2018-11-27,1000
1000_457,2018-10-25,1000
1000_458,2018-10-30,1000
1000_459,2018-09-09,1000
1000_460,2018-09-03,1000
1000_461,2018-10-16,1000
1000_462,2018-11-11,1000
1000_463,2018-10-12,1000
1000_464,2018-07-13,1000
1000_465,2018-08-23,1000
1000_466,2018-06-25,1000
1000_467,2018-07-25,1000
1000_468,2018-07-03,1000
1000_469,2018-05-29,1000
1000_470,2018-07-30,1000
1000_471,2018-08-24,1000
1000_472,2018-11-26,1000
1000_473,2018-07-24,1000
1000_474,2018-11-19,1000
1000_475,2018-11-14,1000
1000_476,2018-09-20,1000
1000_477,2018-10-20,1000
1000_478,2018-12-18,1000
1000_479,2018-08-05,1000
1000_480,2018-05-29,1000
1000_481,2018-11-09,1000
1000_482,2018-07-28,1000
1000_483,2018-06-04,1000
1000_484,2018-10-11,1000
1000_485,2018-10-27,1000
1000_486,2018-12-22,1000
1000_487,2018-08-31,1000
1000_488,2018-05-30,1000
1000_489,2018-12-12,1000
1000_490,2018-08-15,1000
1000_491,2018-09-23,1000
1000_492,2018-10-30,1000
1000_493,2018-07-23,1000
1000_494,2018-09-14,1000
1000_495,2018-12-11,1000
1002_0,2018-11-24,1002
1002_1,2018-10-26,1002
1002_2,2018-10-13,1002
1002_3,2018-12-09,1002
1002_4,2018-11-12,1002
1002_5,2018-08-07,1002
1002_6,2018-11-18,1002
1002_7,2018-12-11,1002
1002_8,2018-08-10,1002
1002_9,2018-06-17,1002
1002_10,2018-07-27,1002
1002_11,2018-11-22,1002
1002_12,2018-07-29,1002
1002_13,2018-10-20,1002
1002_14,2018-10-26,1002
1002_15,2018-07-22,1002
1002_16,2018-12-01,1002
1002_17,2018-08-20,1002
1002_18,2018-08-31,1002
1002_19,2018-08-24,1002
1002_20,2018-07-14,1002
1002_21,2018-11-07,1002
1002_22,2018-09-06,1002
1002_23,2018-11-24,1002
1002_24,2018-12-15,1002
1002_25,2018-11-11,1002
1002_26,2018-08-12,1002
1002_27,2018-07-23,1002
1002_28,2018-06-23,1002
1002_29,2018-12-21,1002
1002_30,2018-10-09,1002
1002_31,2018-11-25,1002
1002_32,2018-09-27,1002
1002_33,2018-11-14,1002
1002_34,2018-11-29,1002
1002_35,2018-07-18,1002
1002_36,2018-12-17,1002
1002_37,2018-09-30,1002
1002_38,2018-08-12,1002
1002_39,2018-06-19,1002
1002_40,2018-10-16,1002
1002_41,2018-11-27,1002
1002_42,2018-11-12,1002
1002_43,2018-11-25,1002
1002_44,2018-12-22,1002
1002_45,2018-08-15,1002
1002_46,2018-12-12,1002
1002_47,2018-10-18,1002
1002_48,2018-12-17,1002
1002_49,2018-10-31,1002
1002_50,2018-06-23,1002
1002_51,2018-11-01,1002
1002_52,2018-08-27,1002
1002_53,2018-07-12,1002
1002_54,2018-07-03,1002
1002_55,2018-08-10,1002
1002_56,2018-10-07,1002
1002_57,2018-11-07,1002
1002_58,2018-11-17,1002
1002_59,2018-09-02,1002
1002_60,2018-07-12,1002
1002_61,2018-08-30,1002
1002_62,2018-08-31,1002
1002_63,2018-08-06,1002
1002_64,2018-10-18,1002
1002_65,2018-12-16,1002
1002_66,2018-12-06,1002
1002_67,2018-12-05,1002
1002_68,2018-07-30,1002
1002_69,2018-07-22,1002
1003_0,2018-09-22,1003
1003_1,2018-08-31,1003
1003_2,2018-11-04,1003
1003_3,2018-11-15,1003
1003_4,2018-10-18,1003
1003_5,2018-12-23,1003
1003_6,2018-09-25,1003
1003_7,2018-12-04,1003
1003_8,2018-12-14,1003
1003_9,2018-09-12,1003
1003_10,2018-10-06,1003
1003_11,2018-11-12,1003
1003_12,2018-09-20,1003
1003_13,2018-08-18,1003
1003_14,2018-11-04,1003
1003_15,2018-09-09,1003
1003_16,2018-11-30,1003
1003_17,2018-11-21,1003
1003_18,2018-09-25,1003
1003_19,2018-08-18,1003
1003_20,2018-11-25,1003
1003_21,2018-09-15,1003
1003_22,2018-08-24,1003
1003_23,2018-11-21,1003
1003_24,2018-10-30,1003
1003_25,2018-11-20,1003
1003_26,2018-08-27,1003
1003_27,2018-08-30,1003
1003_28,2018-12-24,1003
1003_29,2018-11-20,1003
1003_30,2018-12-10,1003
1003_31,2018-12-06,1003
1003_32,2018-09-16,1003
1003_33,2018-11-20,1003
1003_34,2018-12-19,1003
1003_35,2018-10-06,1003
1003_36,2018-11-11,1003
1003_37,2018-11-05,1003
1003_38,2018-10-09,1003
1003_39,2018-08-22,1003
1003_40,2018-09-20,1003
1003_41,2018-08-31,1003
1003_42,2018-10-11,1003
1003_43,2018-12-21,1003
1003_44,2018-08-27,1003
1003_45,2018-11-15,1003
1003_46,2018-10-30,1003
1003_47,2018-11-22,1003
1003_48,2018-09-21,1003
1003_49,2018-11-06,1003
1003_50,2018-08-23,1003
1003_51,2018-10-21,1003
1003_52,2018-10-19,1003
1003_53,2018-10-07,1003
1003_54,2018-12-20,1003
1003_55,2018-09-12,1003
1003_56,2018-12-20,1003
1003_57,2018-10-29,1003
1003_58,2018-09-20,1003
1003_59,2018-09-19,1003
1003_60,2018-10-31,1003
1003_61,2018-11-19,1003
1003_62,2018-11-26,1003
1003_63,2018-08-17,1003
1003_64,2018-09-29,1003
1003_65,2018-09-19,1003
1003_66,2018-12-27,1003
1003_67,2018-10-19,1003
1003_68,2018-10-02,1003
1003_69,2018-09-09,1003
1003_70,2018-11-08,1003
1003_71,2018-11-01,1003
1003_72,2018-10-24,1003
1003_73,2018-10-12,1003
1003_74,2018-11-10,1003
1003_75,2018-08-27,1003
1003_76,2018-11-10,1003
1003_77,2018-10-14,1003
1003_78,2018-10-28,1003
1003_79,2018-12-01,1003
1003_80,2018-12-26,1003
1003_81,2018-11-13,1003
1003_82,2018-08-17,1003
1003_83,2018-10-10,1003
1003_84,2018-09-29,1003
1003_85,2018-09-05,1003
1003_86,2018-10-01,1003
1003_87,2018-09-18,1003
1003_88,2018-09-16,1003
1003_89,2018-09-06,1003
1003_90,2018-11-05,1003
1003_91,2018-11-29,1003
1003_92,2018-12-03,1003
1003_93,2018-12-31,1003
1003_94,2018-09-09,1003
1003_95,2018-11-13,1003
1003_96,2018-11-24,1003
1003_97,2018-09-03,1003
1003_98,2018-12-08,1003
1003_99,2018-09-25,1003
1003_100,2018-09-27,1003
1003_101,2018-09-22,1003
1003_102,2018-12-17,1003
1003_103,2018-10-06,1003
1003_104,2018-10-09,1003
1003_105,2018-11-04,1003
1003_106,2018-12-12,1003
1003_107,2018-10-04,1003
1003_108,2018-09-14,1003
1003_109,2018-09-24,1003
1003_110,2018-11-20,1003
1003_111,2018-12-03,1003
1003_112,2018-11-01,1003
1003_113,2018-08-22,1003
1003_114,2018-11-26,1003
1003_115,2018-11-27,1003
1003_116,2018-10-15,1003
1003_117,2018-12-16,1003
1003_118,2018-11-15,1003
1003_119,2018-11-29,1003
1003_120,2018-09-19,1003
1003_121,2018-12-05,1003
1003_122,2018-12-24,1003
1003_123,2018-11-17,1003
1003_124,2018-10-16,1003
1003_125,2018-10-15,1003
1003_126,2018-12-11,1003
1003_127,2018-09-18,1003
1003_128,2018-09-09,1003
1003_129,2018-08-28,1003
1003_130,2018-11-21,1003
1003_131,2018-09-10,1003
1003_132,2018-11-08,1003
1003_133,2018-11-04,1003
1003_134,2018-09-08,1003
1003_135,2018-09-28,1003
1003_136,2018-11-16,1003
1003_137,2018-10-24,1003
1003_138,2018-09-26,1003
1003_139,2018-09-24,1003
1003_140,2018-11-24,1003
1003_141,2018-12-11,1003
1003_142,2018-11-07,1003
1003_143,2018-08-18,1003
1003_144,2018-11-09,1003
1003_145,2018-09-29,1003
1003_146,2018-12-12,1003
1003_147,2018-10-09,1003
1003_148,2018-10-29,1003
1003_149,2018-12-17,1003
1003_150,2018-09-04,1003
1003_151,2018-10-21,1003
1003_152,2018-12-18,1003
1003_153,2018-08-30,1003
1003_154,2018-11-26,1003
1003_155,2018-12-01,1003
1003_156,2018-10-21,1003
1003_157,2018-09-27,1003
1003_158,2018-09-11,1003
1003_159,2018-10-28,1003
1003_160,2018-10-03,1003
1003_161,2018-09-23,1003
1003_162,2018-09-08,1003
1003_163,2018-12-07,1003
1003_164,2018-10-21,1003
1003_165,2018-12-31,1003
1003_166,2018-10-12,1003
1003_167,2018-11-21,1003
1003_168,2018-09-10,1003
1003_169,2018-10-27,1003
1003_170,2018-11-06,1003
1003_171,2018-09-15,1003
1003_172,2018-10-12,1003
1003_173,2018-09-04,1003
1003_174,2018-09-10,1003
1003_175,2018-11-21,1003
1003_176,2018-11-14,1003
1003_177,2018-09-21,1003
1003_178,2018-11-02,1003
1003_179,2018-10-04,1003
1003_180,2018-12-14,1003
1003_181,2018-12-23,1003
1003_182,2018-12-28,1003
1003_183,2018-12-12,1003
1003_184,2018-11-16,1003
1003_185,2018-09-18,1003
1003_186,2018-10-14,1003
1003_187,2018-11-19,1003
1003_188,2018-10-09,1003
1003_189,2018-09-27,1003
1003_190,2018-11-21,1003
1003_191,2018-12-04,1003
1003_192,2018-11-02,1003
1003_193,2018-12-03,1003
1003_194,2018-12-26,1003
1003_195,2018-11-30,1003
1003_196,2018-10-20,1003
1003_197,2018-10-03,1003
1003_198,2018-11-23,1003
1003_199,2018-08-24,1003
1003_200,2018-09-27,1003
1003_201,2018-11-16,1003
1003_202,2018-11-15,1003
1003_203,2018-11-18,1003
1003_204,2018-12-30,1003
1003_205,2018-12-20,1003
1003_206,2018-10-26,1003
1003_207,2018-10-23,1003
1003_208,2018-10-04,1003
1003_209,2018-09-13,1003
1003_210,2018-11-15,1003
1003_211,2018-10-22,1003
1003_212,2018-11-05,1003
1003_213,2018-10-25,1003
1003_214,2018-08-31,1003
1003_215,2018-09-23,1003
1003_216,2018-11-30,1003
1003_217,2018-09-09,1003
1003_218,2018-11-02,1003
1003_219,2018-12-04,1003
1003_220,2018-12-26,1003
1003_221,2018-10-03,1003
1003_222,2018-10-10,1003
1003_223,2018-09-20,1003
1003_224,2018-09-28,1003
1003_225,2018-10-24,1003
1003_226,2018-11-04,1003
1003_227,2018-09-14,1003
1003_228,2018-08-29,1003
1003_229,2018-10-15,1003
1003_230,2018-09-23,1003
1003_231,2018-09-18,1003
1003_232,2018-12-19,1003
1003_233,2018-12-04,1003
1003_234,2018-09-21,1003
1003_235,2018-12-28,1003
1003_236,2018-10-14,1003
1003_237,2018-08-23,1003
1003_238,2018-09-20,1003
1003_239,2018-09-30,1003
1003_240,2018-08-20,1003
1003_241,2018-11-17,1003
1003_242,2018-12-06,1003
1003_243,2018-11-01,1003
1003_244,2018-10-15,1003
1003_245,2018-10-12,1003
1003_246,2018-10-01,1003
1003_247,2018-11-04,1003
1003_248,2018-12-25,1003
1003_249,2018-09-05,1003
1003_250,2018-10-02,1003
1003_251,2018-09-08,1003
1003_252,2018-12-03,1003
1003_253,2018-10-04,1003
1003_254,2018-10-09,1003
1003_255,2018-08-28,1003
1003_256,2018-09-03,1003
1003_257,2018-10-11,1003
1003_258,2018-08-25,1003
1003_259,2018-09-11,1003
1003_260,2018-12-12,1003
1003_261,2018-12-08,1003
1003_262,2018-11-28,1003
1003_263,2018-12-25,1003
1003_264,2018-09-06,1003
1003_265,2018-09-17,1003
1003_266,2018-12-06,1003
1003_267,2018-11-27,1003
1003_268,2018-09-08,1003
1003_269,2018-10-21,1003
1003_270,2018-12-31,1003
1003_271,2018-10-14,1003
1003_272,2018-12-23,1003
1003_273,2018-09-09,1003
1003_274,2018-12-06,1003
1003_275,2018-11-16,1003
1003_276,2018-11-25,1003
1003_277,2018-12-07,1003
1003_278,2018-11-02,1003
1003_279,2018-11-18,1003
1003_280,2018-12-04,1003
1003_281,2018-11-04,1003
1003_282,2018-09-17,1003
1003_283,2018-09-15,1003
1003_284,2018-11-20,1003
1003_285,2018-10-15,1003
1003_286,2018-08-19,1003
1003_287,2018-09-28,1003
1003_288,2018-11-04,1003
1003_289,2018-10-04,1003
1003_290,2018-08-31,1003
1003_291,2018-12-29,1003
1003_292,2018-11-27,1003
1003_293,2018-09-03,1003
1003_294,2018-12-14,1003
1003_295,2018-12-17,1003
1003_296,2018-12-06,1003
1003_297,2018-12-07,1003
1003_298,2018-11-16,1003
1003_299,2018-08-24,1003
1003_300,2018-08-19,1003
1003_301,2018-11-23,1003
1003_302,2018-09-01,1003
1003_303,2018-09-18,1003
1003_304,2018-11-05,1003
1003_305,2018-09-15,1003
1003_306,2018-11-25,1003
1003_307,2018-09-13,1003
1003_308,2018-11-22,1003
1003_309,2018-10-11,1003
1003_310,2018-09-10,1003
1003_311,2018-12-07,1003
1003_312,2018-08-20,1003
1003_313,2018-12-08,1003
1003_314,2018-12-25,1003
1003_315,2018-09-17,1003
1003_316,2018-09-17,1003
1003_317,2018-10-06,1003
1003_318,2018-10-30,1003
1003_319,2018-09-20,1003
1003_320,2018-08-17,1003
1003_321,2018-08-24,1003
1003_322,2018-11-06,1003
1003_323,2018-12-24,1003
1003_324,2018-09-26,1003
1003_325,2018-12-27,1003
1003_326,2018-08-24,1003
1003_327,2018-11-10,1003
1003_328,2018-11-06,1003
1003_329,2018-10-22,1003
1003_330,2018-10-17,1003
1003_331,2018-12-11,1003
1003_332,2018-12-07,1003
1003_333,2018-10-25,1003
1003_334,2018-11-20,1003
1003_335,2018-12-17,1003
1003_336,2018-10-19,1003
1003_337,2018-09-13,1003
1003_338,2018-11-04,1003
1003_339,2018-12-24,1003
1003_340,2018-09-19,1003
1003_341,2018-10-28,1003
1003_342,2018-11-11,1003
1003_343,2018-12-23,1003
1003_344,2018-11-25,1003
1003_345,2018-10-21,1003
1003_346,2018-10-01,1003
1003_347,2018-09-15,1003
1003_348,2018-10-22,1003
1003_349,2018-12-23,1003
1003_350,2018-12-31,1003
1003_351,2018-09-07,1003
1003_352,2018-10-17,1003
1003_353,2018-10-14,1003
1003_354,2018-11-30,1003
1003_355,2018-10-27,1003
1003_356,2018-08-17,1003
1003_357,2018-11-16,1003
1003_358,2018-11-09,1003
1003_359,2018-10-12,1003
1003_360,2018-10-14,1003
1003_361,2018-10-12,1003
1003_362,2018-08-19,1003
1003_363,2018-11-24,1003
1003_364,2018-12-30,1003
1003_365,2018-08-18,1003
