calls,minutes,messages,mb_used,is_ultra
93.0,622.6600000000001,0.0,20894.560000000005,1
125.0,814.5299999999999,61.0,16917.439999999995,1
67.0,390.62000000000006,99.0,12991.390000000005,0
98.0,677.18,46.0,16285.669999999998,0
80.0,556.3600000000001,64.0,24049.459999999995,0
33.0,238.7,24.0,9308.63,1
138.0,1009.1099999999999,64.0,27807.13,1
84.0,607.05,22.0,24875.02999999999,0
77.0,546.1999999999998,55.0,11457.440000000002,0
78.0,510.3400000000001,7.0,21765.5,0
69.0,477.52999999999986,7.0,21437.28999999998,0
58.0,392.14000000000004,8.0,22525.179999999997,0
63.0,427.6400000000001,93.0,19541.170000000006,0
72.0,531.8000000000001,0.0,11299.6,0
73.0,633.2199999999998,21.0,18421.17,0
1.0,1.0,153.0,22753.120000000006,1
73.0,562.27,11.0,17589.079999999994,0
43.0,303.5100000000001,37.0,15063.409999999996,0
118.0,843.2999999999997,69.0,28992.12,1
74.0,504.04999999999995,0.0,19154.16,0
76.0,593.5899999999999,18.0,15192.369999999999,0
83.0,609.7000000000002,78.0,16715.680000000004,0
56.0,397.14,42.0,8449.530000000002,0
90.0,633.1100000000002,61.0,21561.539999999997,0
141.0,1069.2099999999996,0.0,24091.360000000004,1
51.0,326.3400000000001,82.0,29084.420000000002,1
48.0,331.33,0.0,8000.360000000001,0
69.0,525.6700000000001,27.0,20939.11,1
117.0,862.3399999999999,0.0,7929.83,1
54.0,416.22000000000014,0.0,19871.44999999999,0
33.0,238.08,62.0,8470.33,0
70.0,527.63,40.0,21441.45999999999,0
78.0,603.91,64.0,18962.499999999993,0
101.0,666.9,57.0,16777.760000000002,1
29.0,267.55000000000007,29.0,16996.829999999994,0
83.0,538.8300000000002,60.0,13721.939999999999,0
67.0,454.43,31.0,19776.5,0
66.0,434.59000000000003,17.0,9613.390000000003,0
3.0,40.239999999999995,0.0,1392.19,0
107.0,804.97,66.0,17935.910000000003,0
73.0,509.97999999999996,58.0,19427.620000000003,0
74.0,540.8099999999998,17.0,20075.649999999994,0
84.0,566.4200000000002,0.0,39307.059999999976,1
29.0,226.01000000000002,20.0,12615.69,0
55.0,354.84000000000003,48.0,13662.740000000003,0
65.0,515.26,7.0,22801.74,0
47.0,300.12,123.0,31244.61,1
35.0,256.82,0.0,9545.0,1
83.0,635.4499999999999,0.0,17498.530000000002,1
53.0,386.8199999999999,3.0,22792.999999999985,0
68.0,482.78,26.0,8620.510000000002,0
49.0,323.15,11.0,22846.550000000003,0
158.0,1078.86,51.0,30681.140000000003,1
81.0,633.0199999999999,109.0,12617.750000000002,0
87.0,626.6199999999999,0.0,20718.430000000008,0
80.0,588.57,47.0,9863.23,0
28.0,215.41,0.0,6045.150000000001,0
40.0,258.19999999999993,20.0,13804.51,0
59.0,468.88,48.0,16251.490000000003,0
59.0,411.9,5.0,18418.159999999993,0
55.0,443.0899999999999,49.0,17435.97,0
52.0,354.91,8.0,14602.26,0
72.0,520.2099999999999,39.0,14184.420000000004,0
6.0,36.449999999999996,7.0,4617.1,0
129.0,848.8599999999997,0.0,13866.310000000001,1
68.0,444.41000000000014,35.0,26460.37,1
44.0,359.39,43.0,15583.93,0
17.0,110.28999999999999,5.0,1009.95,0
111.0,784.4700000000004,97.0,28260.10999999999,1
82.0,679.5500000000001,0.0,8647.950000000003,0
52.0,378.64000000000004,51.0,12442.039999999999,0
109.0,704.2999999999998,79.0,10603.119999999999,0
79.0,465.79000000000013,78.0,33114.229999999996,1
68.0,486.09000000000003,40.0,7357.66,1
85.0,464.23999999999995,9.0,18225.93,0
14.0,122.87,22.0,3370.13,0
92.0,627.5200000000002,52.0,39597.610000000015,1
106.0,839.3100000000001,0.0,13269.800000000003,0
94.0,647.46,57.0,17271.530000000002,0
65.0,462.11000000000007,12.0,18704.860000000008,0
46.0,336.6300000000001,34.0,16164.600000000002,0
133.0,999.7399999999999,182.0,18198.53,1
53.0,340.04,38.0,15779.549999999997,0
75.0,520.7,0.0,24596.119999999995,0
64.0,521.3000000000002,29.0,19315.390000000003,0
81.0,627.5599999999998,37.0,18603.429999999997,0
38.0,268.76000000000005,0.0,27833.640000000007,1
74.0,455.72999999999985,99.0,21694.919999999987,0
92.0,661.27,66.0,19913.219999999994,0
63.0,439.38000000000005,8.0,17706.589999999997,0
60.0,414.79999999999995,0.0,14945.34,0
72.0,457.2100000000001,0.0,13976.580000000004,0
58.0,359.2699999999999,36.0,12492.36,0
100.0,657.35,0.0,23039.760000000002,1
33.0,228.98,12.0,18113.829999999998,0
31.0,198.94000000000003,19.0,5877.080000000001,0
64.0,454.63,126.0,17103.589999999997,1
125.0,892.3900000000002,59.0,11741.360000000002,1
61.0,495.11000000000007,8.0,10891.23,0
58.0,394.15,48.0,15605.440000000002,0
58.0,452.1399999999999,57.0,14568.929999999997,1
89.0,618.87,57.0,22924.759999999987,0
72.0,507.5200000000001,38.0,3179.4999999999995,1
77.0,581.0600000000001,16.0,20897.189999999995,0
74.0,555.2899999999998,22.0,21238.25,0
72.0,480.31999999999994,102.0,21924.63,0
50.0,366.78,14.0,18151.860000000008,0
76.0,633.0100000000001,22.0,17689.05,0
27.0,179.47,82.0,19631.629999999994,0
196.0,1279.7500000000011,133.0,26927.870000000014,1
37.0,229.15000000000006,110.0,2000.5100000000002,0
64.0,403.50999999999993,54.0,19127.250000000004,0
65.0,442.6499999999999,72.0,32950.35999999999,1
65.0,429.9600000000001,103.0,16508.74,0
65.0,424.15999999999997,23.0,11043.53,0
110.0,801.6199999999997,37.0,5426.56,1
38.0,205.60000000000005,22.0,7972.120000000002,0
24.0,141.63,26.0,8616.960000000003,0
99.0,634.32,43.0,16436.320000000007,0
75.0,487.72000000000014,60.0,25759.169999999995,0
62.0,544.2499999999999,29.0,10049.810000000001,0
162.0,993.1100000000001,106.0,20211.199999999997,1
73.0,576.62,42.0,7865.58,0
53.0,368.85999999999996,54.0,22512.57999999999,0
28.0,152.9,108.0,19726.18,0
116.0,745.3999999999997,66.0,26154.329999999998,0
76.0,504.8699999999999,30.0,16845.7,0
40.0,311.7899999999999,24.0,9883.539999999999,0
109.0,784.5500000000001,0.0,38102.20000000002,1
62.0,456.8799999999999,42.0,23639.099999999984,0
123.0,810.6700000000001,12.0,36684.48999999998,1
18.0,101.35000000000001,34.0,13049.180000000002,0
21.0,145.88000000000002,39.0,7084.12,0
125.0,874.85,22.0,20647.82,1
64.0,484.5200000000001,92.0,22217.14999999999,0
12.0,107.25,5.0,2016.72,0
2.0,6.42,133.0,26247.410000000014,1
86.0,591.06,73.0,11309.140000000003,0
40.0,271.40999999999997,20.0,17284.450000000004,0
33.0,259.06999999999994,60.0,17204.030000000002,0
92.0,632.45,22.0,20221.48,1
31.0,213.76999999999998,0.0,16656.539999999997,0
32.0,191.44,13.0,8557.660000000002,0
95.0,672.7799999999999,15.0,3315.7599999999998,1
51.0,385.45,81.0,13649.650000000001,0
39.0,257.93,15.0,6572.610000000001,0
23.0,99.20000000000002,21.0,17001.870000000003,0
65.0,459.14000000000004,10.0,21739.819999999996,0
30.0,216.99,58.0,13507.58,0
83.0,631.1499999999999,0.0,18984.999999999996,0
25.0,190.95000000000002,37.0,14253.530000000004,0
25.0,191.05999999999997,11.0,8022.790000000002,0
48.0,346.19000000000005,103.0,27346.62000000001,1
35.0,267.66999999999996,25.0,18231.829999999998,0
66.0,493.57000000000005,91.0,18527.959999999992,0
57.0,373.00999999999993,0.0,13759.77,0
62.0,365.4599999999999,113.0,34224.57000000001,1
87.0,531.47,6.0,12498.45,0
63.0,487.13999999999993,103.0,17265.059999999994,0
98.0,729.8299999999999,105.0,18675.649999999998,1
28.0,176.98000000000002,0.0,17970.04,0
110.0,881.0599999999998,72.0,11441.180000000002,0
71.0,527.6599999999999,21.0,10541.220000000003,0
17.0,153.0,48.0,4894.599999999999,1
54.0,418.34000000000003,85.0,15291.949999999997,0
111.0,717.1600000000001,191.0,38287.82,1
93.0,620.0300000000002,32.0,18175.55,0
23.0,140.59000000000003,23.0,19201.75,0
36.0,267.58,13.0,12737.080000000004,0
64.0,431.9499999999999,24.0,28294.619999999988,0
42.0,260.94,79.0,17519.929999999997,1
57.0,412.38000000000017,50.0,15988.969999999998,0
85.0,568.7199999999998,0.0,18009.33,0
76.0,513.55,50.0,14584.730000000005,1
48.0,336.38,14.0,21902.409999999996,0
56.0,469.4899999999999,145.0,15877.649999999998,1
113.0,731.7800000000001,15.0,32645.760000000002,1
9.0,65.65,11.0,1845.76,0
3.0,20.83,41.0,16736.310000000005,0
5.0,27.009999999999998,0.0,2207.2700000000004,0
183.0,1247.0400000000004,150.0,29186.41,1
121.0,765.6099999999999,53.0,21445.050000000003,1
156.0,1058.2199999999998,59.0,18932.659999999996,1
65.0,471.5199999999999,7.0,15415.810000000005,0
15.0,107.44999999999999,49.0,35656.299999999996,1
0.0,0.0,35.0,16444.989999999998,1
127.0,748.44,0.0,19369.14999999999,0
47.0,340.53,57.0,12615.160000000002,0
68.0,492.74999999999994,22.0,20559.089999999997,0
84.0,520.6099999999999,58.0,19323.419999999995,0
50.0,308.4800000000001,51.0,21387.26,0
106.0,802.98,171.0,12136.63,1
72.0,478.48999999999984,0.0,19817.839999999997,0
40.0,225.88999999999996,12.0,13581.940000000004,0
38.0,268.84000000000003,9.0,13197.150000000001,0
23.0,188.31999999999996,62.0,21707.03,1
86.0,589.4299999999998,9.0,21046.69,0
96.0,709.88,176.0,33321.88,1
117.0,832.7800000000001,52.0,2949.68,1
58.0,414.18,27.0,23854.759999999995,0
52.0,365.85,91.0,16879.69,1
68.0,466.21000000000004,48.0,15896.270000000004,0
0.0,0.0,21.0,19559.549999999996,0
60.0,442.02,16.0,18306.449999999997,1
15.0,115.74000000000001,8.0,2346.7,0
52.0,371.8599999999999,21.0,30388.51999999999,0
95.0,705.7899999999998,68.0,35108.24999999999,0
47.0,324.79999999999995,75.0,14003.65,1
59.0,441.8900000000001,5.0,25106.389999999996,1
62.0,509.3799999999999,40.0,21096.529999999988,1
69.0,564.01,26.0,15656.78,0
81.0,541.46,48.0,21839.61999999999,0
60.0,442.36,0.0,16446.230000000003,0
46.0,344.02,35.0,20693.459999999992,0
56.0,388.0600000000001,59.0,16033.760000000004,0
72.0,493.9300000000001,36.0,16599.52,0
38.0,304.05,0.0,14252.150000000001,1
31.0,234.20000000000002,99.0,25545.469999999994,0
68.0,413.19999999999993,29.0,13526.610000000002,1
58.0,373.48999999999995,50.0,13561.88,0
2.0,5.61,27.0,2866.41,1
40.0,334.50000000000006,0.0,21505.559999999994,0
32.0,284.33,30.0,11559.500000000002,0
16.0,93.79,103.0,19428.219999999998,1
45.0,314.63999999999993,14.0,7332.790000000002,0
4.0,19.33,7.0,3431.0199999999995,1
78.0,494.84,28.0,17029.770000000004,0
43.0,299.87,76.0,15787.74,1
69.0,427.53,56.0,16205.780000000002,1
123.0,873.57,71.0,4153.55,1
86.0,567.5799999999999,47.0,16861.08,1
9.0,83.22999999999999,0.0,14571.789999999999,1
69.0,512.4599999999999,6.0,20024.919999999995,0
76.0,544.5300000000001,0.0,13389.350000000002,0
107.0,831.3699999999994,3.0,28836.529999999988,0
85.0,490.2500000000001,57.0,16663.029999999995,0
127.0,773.59,21.0,18982.5,1
43.0,235.81,43.0,23859.259999999995,1
54.0,344.25999999999993,52.0,9501.030000000002,0
62.0,404.80999999999995,78.0,16948.05,0
89.0,596.72,0.0,16321.469999999998,1
68.0,387.0499999999999,73.0,17147.510000000002,0
90.0,707.16,50.0,19860.989999999998,1
57.0,347.66,16.0,22003.749999999996,0
36.0,250.88000000000002,49.0,18965.020000000008,0
54.0,312.85,10.0,7798.270000000002,0
28.0,206.12000000000003,118.0,22591.449999999993,1
102.0,700.76,0.0,8674.590000000002,1
71.0,593.7900000000002,64.0,7543.67,0
87.0,619.6800000000001,26.0,21650.13000000001,0
97.0,733.11,63.0,13156.810000000003,0
15.0,104.41,17.0,4677.85,1
14.0,79.26,32.0,8246.639999999998,0
87.0,593.3,17.0,17416.760000000002,0
67.0,502.94000000000005,37.0,17033.1,1
56.0,420.20000000000016,40.0,14418.039999999999,0
96.0,639.48,33.0,21557.059999999994,0
89.0,648.8300000000002,27.0,20315.4,0
83.0,594.1,52.0,19667.05,0
38.0,237.78,5.0,4905.5,0
111.0,745.0000000000002,132.0,21100.460000000003,1
68.0,444.1,0.0,19352.930000000004,0
24.0,170.06,28.0,17305.610000000004,0
30.0,175.95,13.0,12521.550000000001,0
85.0,608.89,84.0,30357.439999999995,1
83.0,597.15,19.0,22407.69,0
69.0,442.9599999999999,99.0,26423.479999999992,0
52.0,399.87000000000006,81.0,14055.95,1
52.0,423.56000000000006,118.0,14503.800000000003,1
13.0,104.03000000000002,2.0,7350.169999999999,0
69.0,404.9,51.0,16805.649999999998,0
93.0,687.92,78.0,16290.940000000002,0
80.0,569.4700000000003,14.0,36524.03999999999,0
60.0,458.82999999999987,51.0,11706.319999999998,0
11.0,70.49999999999999,0.0,2042.7399999999998,0
57.0,415.75000000000006,66.0,10105.48,0
55.0,363.71000000000015,31.0,16303.01,0
108.0,676.2900000000002,71.0,18193.56,0
52.0,305.64000000000004,67.0,15329.36,0
108.0,728.6800000000002,4.0,14340.84,1
23.0,145.75,21.0,11655.67,0
78.0,477.0699999999998,0.0,17862.300000000003,1
65.0,450.61999999999983,50.0,25264.00999999999,0
79.0,469.67999999999995,16.0,20221.06,0
54.0,394.52,59.0,16207.41,0
24.0,151.72,23.0,5957.73,0
77.0,522.6500000000001,14.0,19462.45,0
56.0,418.4,39.0,25111.529999999995,0
65.0,423.0599999999999,40.0,18625.970000000005,0
0.0,0.0,8.0,35525.61,1
33.0,191.55999999999997,18.0,25160.61999999999,0
68.0,493.0000000000001,29.0,20021.73,0
39.0,258.0199999999999,0.0,19998.8,0
29.0,203.9,0.0,39969.13999999999,1
1.0,11.54,111.0,32758.530000000002,1
39.0,221.17999999999998,59.0,17865.229999999992,0
63.0,384.98999999999995,66.0,18007.589999999997,0
58.0,383.34000000000003,5.0,8434.199999999999,0
81.0,566.1,0.0,23426.079999999994,0
72.0,497.9299999999999,46.0,12651.410000000002,0
46.0,272.85,40.0,19628.840000000004,0
110.0,714.1600000000001,2.0,35136.05999999998,0
45.0,358.33,36.0,15723.080000000002,1
20.0,131.97,23.0,26720.16999999999,1
64.0,353.8499999999999,36.0,17413.749999999996,0
61.0,342.96,21.0,16578.27,0
31.0,185.63000000000002,101.0,14344.720000000001,0
59.0,338.24999999999994,18.0,18220.57,0
63.0,427.64999999999986,96.0,25048.129999999997,0
104.0,701.8199999999998,91.0,8003.980000000003,0
100.0,626.94,43.0,22690.350000000006,1
106.0,796.4099999999995,1.0,9969.67,1
64.0,473.11,0.0,20822.070000000003,0
81.0,533.3399999999999,0.0,8609.950000000003,0
51.0,326.4399999999998,16.0,14514.980000000001,0
56.0,390.22,40.0,19645.629999999997,0
65.0,483.74,30.0,17996.600000000002,0
51.0,426.24,112.0,5661.23,0
31.0,246.32,95.0,9659.38,1
82.0,521.66,30.0,13396.91,1
144.0,906.18,0.0,25002.440000000002,1
49.0,237.73,52.0,15761.94,0
108.0,729.07,55.0,16094.82,0
86.0,702.31,32.0,22376.359999999997,0
19.0,147.72000000000003,20.0,19476.829999999994,0
39.0,284.06,47.0,10678.960000000005,0
64.0,453.4200000000001,41.0,11830.26,0
118.0,908.6099999999998,54.0,29678.600000000002,1
0.0,0.0,25.0,19088.670000000002,1
40.0,238.61999999999992,16.0,24437.019999999997,0
55.0,413.69,39.0,14360.590000000002,0
99.0,685.9799999999998,51.0,18531.71,1
132.0,932.68,65.0,29263.639999999992,1
131.0,828.18,89.0,19368.519999999997,1
55.0,348.02000000000004,46.0,16121.99,0
80.0,547.0100000000001,54.0,21265.569999999996,0
85.0,527.02,4.0,14368.420000000006,0
32.0,235.03000000000003,16.0,18587.389999999996,0
40.0,321.55,23.0,13138.649999999998,0
49.0,310.83000000000004,0.0,19977.679999999997,0
64.0,544.9499999999999,30.0,17090.92,0
40.0,285.7699999999999,6.0,19721.429999999993,0
30.0,169.01999999999995,13.0,16626.530000000006,0
73.0,545.1699999999998,71.0,21193.03999999998,0
89.0,580.69,0.0,19640.229999999996,0
59.0,433.04999999999995,37.0,24465.89999999999,0
86.0,583.98,0.0,17230.890000000003,0
63.0,440.73999999999995,46.0,15677.49,1
33.0,220.24,15.0,6547.660000000001,0
1.0,1.78,38.0,20171.209999999995,0
89.0,716.92,22.0,29139.659999999996,1
67.0,424.20000000000016,37.0,31466.890000000003,1
9.0,85.77000000000001,1.0,1600.29,0
62.0,462.40999999999997,143.0,16369.410000000002,1
53.0,374.43,31.0,15505.15,0
74.0,539.5099999999999,27.0,7732.230000000001,1
15.0,96.36,3.0,2827.2900000000004,0
91.0,686.38,62.0,20499.92,0
67.0,505.2,25.0,16225.710000000001,0
78.0,483.22,28.0,9210.4,1
120.0,694.9000000000003,0.0,21547.26,1
91.0,599.4899999999997,40.0,28356.320000000003,1
117.0,732.15,25.0,32503.739999999998,0
91.0,605.7499999999999,36.0,9388.430000000002,0
36.0,198.95999999999992,32.0,21596.859999999997,0
80.0,588.9799999999998,2.0,21673.459999999995,0
77.0,483.5799999999998,68.0,13806.440000000004,0
42.0,350.73999999999995,21.0,20296.630000000005,0
136.0,926.2099999999998,0.0,35948.16000000002,1
9.0,69.35000000000002,3.0,372.56,0
54.0,355.46999999999997,22.0,11696.300000000003,0
54.0,424.61,66.0,22395.619999999995,0
33.0,265.16999999999996,59.0,17398.020000000004,0
94.0,649.9199999999998,32.0,18341.97000000001,0
91.0,598.6400000000001,33.0,28524.789999999994,1
71.0,501.9399999999998,33.0,16853.730000000003,0
79.0,533.9500000000002,46.0,24959.089999999997,0
52.0,342.1,4.0,17785.850000000002,0
71.0,445.03999999999996,29.0,10051.920000000004,0
83.0,521.4500000000002,45.0,10776.550000000001,0
33.0,286.41999999999996,12.0,4515.4400000000005,0
61.0,435.68000000000006,0.0,23089.73,0
69.0,437.91,56.0,18723.159999999993,0
88.0,706.77,0.0,25104.670000000002,1
93.0,680.5900000000003,70.0,16376.46,1
111.0,756.6199999999998,43.0,30135.269999999997,0
6.0,39.199999999999996,12.0,14792.060000000003,0
115.0,849.21,52.0,22433.769999999997,1
7.0,48.39,16.0,4016.9400000000005,1
90.0,646.3100000000003,51.0,22061.76,1
26.0,198.05,19.0,11336.44,0
66.0,492.53999999999996,15.0,22247.070000000003,0
91.0,587.5799999999997,27.0,19701.359999999997,0
37.0,225.46000000000004,40.0,23909.469999999998,1
76.0,593.7700000000001,0.0,11311.210000000001,1
99.0,642.8100000000001,45.0,10187.06,1
63.0,368.31,32.0,14986.58,0
4.0,27.050000000000004,39.0,7382.23,1
113.0,817.3700000000002,91.0,28505.879999999994,1
176.0,1167.7899999999997,48.0,32441.14,1
85.0,540.1999999999999,57.0,17836.840000000007,1
34.0,247.29000000000002,77.0,11925.400000000003,0
87.0,586.9799999999999,56.0,13389.110000000004,0
43.0,325.0399999999999,58.0,14756.480000000001,1
71.0,408.7900000000001,70.0,22576.01,0
11.0,84.02000000000001,13.0,6226.93,0
41.0,289.32000000000005,51.0,17006.249999999996,0
94.0,593.8,79.0,28244.59,1
55.0,392.47000000000014,89.0,20475.900000000005,0
89.0,528.61,53.0,16019.28,0
99.0,710.2000000000002,64.0,23674.039999999997,0
49.0,345.73,44.0,7879.6799999999985,0
48.0,395.7099999999999,118.0,12491.750000000004,1
36.0,234.23999999999995,0.0,34315.22999999999,1
52.0,378.36,25.0,22201.199999999997,1
47.0,322.44000000000005,11.0,11420.070000000005,0
32.0,322.09,0.0,19207.439999999995,0
49.0,356.15,26.0,23139.569999999992,1
56.0,359.5200000000001,0.0,16199.160000000007,0
158.0,1168.0600000000006,103.0,20018.789999999997,1
160.0,1084.0500000000002,95.0,36843.92000000001,1
77.0,593.4499999999999,0.0,20770.04,0
0.0,0.0,191.0,32448.019999999993,1
88.0,640.6300000000003,27.0,21251.049999999996,0
107.0,653.6999999999999,94.0,15584.229999999998,1
33.0,242.84000000000006,48.0,25740.70999999999,0
54.0,341.12,0.0,15521.640000000003,0
53.0,341.14,64.0,14442.639999999998,0
56.0,334.29,82.0,21969.010000000002,0
79.0,595.66,30.0,23219.679999999993,0
164.0,1090.24,137.0,21247.07,1
31.0,210.43999999999997,19.0,27437.42999999999,0
66.0,476.0800000000001,25.0,18329.03,0
66.0,475.83,0.0,18902.979999999996,0
96.0,597.8000000000001,45.0,13214.800000000001,0
36.0,239.79,0.0,14611.030000000002,0
78.0,512.2300000000001,79.0,13758.549999999997,0
48.0,305.57,35.0,9183.85,0
52.0,313.56000000000006,40.0,19024.149999999998,0
76.0,502.55000000000007,0.0,7598.25,1
68.0,495.55000000000007,101.0,15385.73,0
118.0,726.1300000000002,27.0,22022.280000000006,1
59.0,437.48999999999984,23.0,6037.690000000001,0
169.0,1111.51,53.0,27728.780000000006,1
46.0,338.5999999999999,35.0,11428.539999999999,0
4.0,22.310000000000002,7.0,4159.19,0
129.0,909.6500000000004,79.0,38939.12,1
69.0,460.05999999999983,0.0,27802.780000000002,0
83.0,597.8299999999998,0.0,16273.020000000004,0
32.0,182.45,13.0,16552.760000000002,0
118.0,796.3199999999999,3.0,17905.670000000002,1
72.0,535.5599999999998,47.0,21684.879999999994,0
76.0,510.55,43.0,17208.459999999995,0
22.0,142.17,30.0,8035.0700000000015,0
53.0,385.59,63.0,16987.839999999997,0
36.0,229.48999999999998,0.0,5579.28,1
69.0,506.54999999999995,85.0,12625.78,0
22.0,131.53,5.0,4877.9400000000005,0
90.0,564.83,61.0,24365.440000000006,1
39.0,310.55000000000007,14.0,14709.320000000002,0
79.0,565.3000000000001,82.0,18082.45,0
102.0,658.4100000000002,23.0,21392.679999999993,0
33.0,281.77000000000004,75.0,13933.009999999998,1
75.0,535.72,30.0,9892.159999999998,1
26.0,194.24,31.0,11663.689999999999,0
67.0,458.14,24.0,22320.919999999995,0
58.0,348.48999999999995,11.0,18960.550000000003,0
105.0,705.0500000000001,18.0,22130.739999999987,1
9.0,34.29,95.0,13403.98,1
60.0,476.07999999999987,63.0,14328.81,0
75.0,496.06,14.0,13850.84,1
78.0,475.54999999999984,17.0,20927.160000000007,0
88.0,603.5699999999999,86.0,12832.190000000002,0
44.0,331.9800000000001,21.0,16617.79,0
6.0,33.239999999999995,3.0,690.02,0
71.0,576.6200000000001,6.0,14677.770000000006,0
48.0,328.54,25.0,13681.410000000005,0
71.0,468.0799999999999,12.0,22654.23000000001,0
2.0,1.99,0.0,616.65,1
152.0,997.3299999999998,82.0,29363.059999999998,1
107.0,729.4400000000003,153.0,32990.68000000001,1
66.0,432.02,54.0,24008.36,0
50.0,447.14,15.0,18239.470000000012,0
60.0,466.61,67.0,18507.05,0
65.0,458.46,0.0,15214.25,1
30.0,169.88000000000002,23.0,24141.48,0
69.0,512.2499999999999,25.0,11084.53,0
81.0,560.6800000000001,21.0,16369.730000000001,0
100.0,693.2099999999999,49.0,5451.259999999999,1
0.0,0.0,24.0,18701.54,1
16.0,132.8,107.0,21893.349999999995,1
177.0,1228.53,0.0,26231.199999999993,1
58.0,390.8700000000001,0.0,22979.12,0
81.0,558.11,0.0,12723.520000000002,0
27.0,181.72999999999996,6.0,11873.300000000001,1
22.0,152.35999999999996,16.0,7023.279999999999,0
161.0,1218.6699999999992,11.0,5749.009999999999,1
27.0,183.79999999999998,118.0,27705.14,1
89.0,563.8699999999999,98.0,16051.560000000003,0
46.0,333.24000000000007,6.0,20286.27999999999,0
35.0,229.53000000000003,66.0,17303.539999999997,0
33.0,164.87,26.0,6290.25,0
30.0,247.69,0.0,16263.38,0
112.0,856.9000000000002,0.0,28002.43999999999,0
37.0,244.57999999999993,0.0,22306.88999999999,0
96.0,651.1899999999999,86.0,13217.01,0
13.0,118.50999999999999,7.0,10174.47,0
83.0,590.4700000000001,103.0,27851.01,0
30.0,192.85999999999999,0.0,22310.459999999992,0
61.0,460.40999999999997,48.0,12187.390000000005,0
24.0,213.76,21.0,0.0,1
39.0,247.54999999999995,50.0,15333.739999999998,0
11.0,77.93999999999998,28.0,25052.43999999998,0
90.0,566.25,55.0,18688.369999999995,0
72.0,498.89,71.0,17450.9,1
53.0,329.84999999999997,144.0,38309.87000000001,1
8.0,55.129999999999995,0.0,1841.0,0
53.0,411.85,0.0,17924.059999999998,0
43.0,321.63000000000005,42.0,25599.870000000003,1
98.0,676.6200000000001,67.0,10705.210000000001,1
28.0,226.24,23.0,15501.6,0
41.0,227.58000000000004,0.0,20292.33,0
117.0,779.5,0.0,11308.650000000001,1
62.0,460.53,23.0,25559.050000000003,0
6.0,51.080000000000005,16.0,20634.980000000007,1
43.0,302.11,0.0,34506.26000000001,1
81.0,565.64,40.0,15323.58,1
100.0,706.8899999999999,44.0,7800.95,0
83.0,510.22999999999996,0.0,14333.710000000005,0
